dataset,method,seed,implementation_tag,resolution,cell_type,abundance,abundance_class,support,cell_precision,cell_recall,cell_f1,dominant_metacell_count,purity_unweighted,purity_weighted,involved_metacell_size_median,involved_metacell_size_p95,involved_metacell_size_max,strict_recovery,majority_recovery,majority_retention_metacell_count,majority_retention,high_purity_recovery_metacell_count,high_purity_recovery,source_file
D17,GARQ,0,instrumented_legacy,0.02,Proximal Tubule,0.4285,Common,857,0.7584905660377359,0.9381563593932322,0.838810641627543,25,0.7027528736276594,0.7584905660377359,32.0,154.6999999999997,406.0,0.0011668611435239,0.9381563593932322,21,0.6,13,0.3714285714285714,revision_results/02_modality/smoke/D17/RNA_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Stressed Tumor (p53+),0.0635,Intermediate,127,0.8333333333333334,0.0393700787401574,0.075187969924812,1,0.8333333333333334,0.8333333333333334,32.0,205.1,406.0,0.0,0.0393700787401574,1,0.037037037037037,1,0.037037037037037,revision_results/02_modality/smoke/D17/RNA_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,T Cells,0.007,Rare,14,0.0,0.0,0.0,0,,,112.0,356.99999999999994,406.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D17/RNA_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Tumor (Neuronal-like),0.0845,Intermediate,169,0.4468085106382978,0.3727810650887574,0.4064516129032258,4,0.4585253456221198,0.4468085106382978,43.0,209.99999999999983,406.0,0.0,0.3727810650887574,2,0.1176470588235294,0,0.0,revision_results/02_modality/smoke/D17/RNA_seed0/per_type_metrics_long.csv
D17,GARQ,0,instrumented_legacy,0.02,Tumor Epithelial,0.203,Common,406,0.6733333333333333,0.9950738916256158,0.8031809145129225,3,0.6299155616996697,0.6733333333333333,62.0,356.99999999999994,406.0,0.0,0.9950738916256158,3,0.6,0,0.0,revision_results/02_modality/smoke/D17/RNA_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,B.Activated,0.0325,Intermediate,65,0.0,0.0,0.0,0,,,78.0,143.8,145.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,B.Naive,0.1545,Common,309,0.820855614973262,0.9935275080906149,0.8989751098096633,5,0.7924201540624265,0.820855614973262,47.0,143.2,145.0,0.0129449838187702,0.9935275080906149,4,0.5714285714285714,4,0.5714285714285714,revision_results/02_modality/smoke/D18/ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,DC.Myeloid,0.001,Rare,2,0.0,0.0,0.0,0,,,110.0,166.7,173.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Mono.CD14,0.1345,Common,269,0.9392857142857144,0.9776951672862454,0.9581056466302368,3,0.9139240765793464,0.9392857142857144,47.0,338.89999999999986,410.0,0.0,0.9776951672862454,3,0.4285714285714285,3,0.4285714285714285,revision_results/02_modality/smoke/D18/ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Mono.CD16,0.004,Rare,8,0.0,0.0,0.0,0,,,116.5,167.35,173.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,NK,0.0525,Intermediate,105,0.6794871794871795,0.5047619047619047,0.5792349726775956,3,0.7021072796934865,0.6794871794871795,47.0,434.0,458.0,0.0761904761904762,0.5047619047619047,2,0.1818181818181818,1,0.0909090909090909,revision_results/02_modality/smoke/D18/ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Platelets,0.002,Rare,4,0.0,0.0,0.0,0,,,23.5,45.2,47.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD4.Memory,0.2205,Common,441,0.4512195121951219,0.5034013605442177,0.4758842443729904,13,0.5301769898535539,0.4512195121951219,11.5,327.04999999999967,458.0,0.0022675736961451,0.5034013605442177,6,0.2142857142857142,1,0.0357142857142857,revision_results/02_modality/smoke/D18/ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD4.Naive,0.221,Common,442,0.3966565349544073,0.5904977375565611,0.4745454545454546,6,0.5713520986698398,0.3966565349544073,12.0,417.19999999999993,458.0,0.002262443438914,0.5904977375565611,2,0.1111111111111111,1,0.0555555555555555,revision_results/02_modality/smoke/D18/ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD8.Effector,0.12,Common,240,0.5,0.2375,0.3220338983050847,8,0.6221455627705628,0.5,12.0,381.4999999999996,458.0,0.0291666666666666,0.2375,5,0.217391304347826,3,0.1304347826086956,revision_results/02_modality/smoke/D18/ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD8.Naive,0.0565,Intermediate,113,0.75,0.0265486725663716,0.0512820512820512,1,0.75,0.75,21.0,424.4,458.0,0.0,0.0265486725663716,1,0.0666666666666666,1,0.0666666666666666,revision_results/02_modality/smoke/D18/ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.DoubleNegative,0.001,Rare,2,0.0,0.0,0.0,0,,,246.5,436.85,458.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,B.Activated,0.0325,Intermediate,65,0.0,0.0,0.0,0,,,70.0,204.25,220.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,B.Naive,0.1545,Common,309,0.6430107526881721,0.9676375404530744,0.7726098191214471,6,0.6457648090427371,0.6430107526881721,52.5,129.89999999999998,146.0,0.0,0.9676375404530744,5,0.625,2,0.25,revision_results/02_modality/smoke/D18/ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,DC.Myeloid,0.001,Rare,2,0.0,0.0,0.0,0,,,147.5,148.85,149.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Mono.CD14,0.1345,Common,269,0.4701492537313433,0.7026022304832714,0.5633383010432191,6,0.6414502674216557,0.4701492537313433,52.5,173.84999999999997,220.0,0.0111524163568773,0.7026022304832714,4,0.2857142857142857,3,0.2142857142857142,revision_results/02_modality/smoke/D18/ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Mono.CD16,0.004,Rare,8,0.0,0.0,0.0,0,,,184.5,308.4,324.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,NK,0.0525,Intermediate,105,0.8809523809523809,0.3523809523809524,0.5034013605442177,4,0.8125,0.8809523809523809,23.0,197.25,220.0,0.0666666666666666,0.3523809523809524,4,0.2857142857142857,2,0.1428571428571428,revision_results/02_modality/smoke/D18/ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Platelets,0.002,Rare,4,0.0,0.0,0.0,0,,,64.0,298.0,324.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD4.Memory,0.2205,Common,441,0.5301587301587302,0.3786848072562358,0.4417989417989418,12,0.6389119192358308,0.5301587301587302,21.0,205.99999999999991,324.0,0.0022675736961451,0.3786848072562358,8,0.2758620689655172,3,0.1034482758620689,revision_results/02_modality/smoke/D18/ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD4.Naive,0.221,Common,442,0.5461689587426326,0.6289592760180995,0.5846477392218717,2,0.5635135135135135,0.5461689587426326,58.5,218.25,324.0,0.0,0.6289592760180995,1,0.0454545454545454,0,0.0,revision_results/02_modality/smoke/D18/ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD8.Effector,0.12,Common,240,0.4868913857677903,0.5416666666666666,0.5128205128205128,10,0.5805544117687427,0.4868913857677903,22.0,212.9999999999999,324.0,0.0166666666666666,0.5416666666666666,5,0.2,2,0.08,revision_results/02_modality/smoke/D18/ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD8.Naive,0.0565,Intermediate,113,0.0,0.0,0.0,0,,,70.0,225.20000000000007,324.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.DoubleNegative,0.001,Rare,2,0.0,0.0,0.0,0,,,254.5,317.05,324.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,B.Activated,0.0325,Intermediate,65,0.0,0.0,0.0,0,,,126.0,592.1999999999999,616.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,B.Naive,0.1545,Common,309,0.3319919517102616,0.5339805825242718,0.4094292803970223,1,0.3319919517102616,0.3319919517102616,68.0,562.4499999999998,616.0,0.0,0.5339805825242718,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,DC.Myeloid,0.001,Rare,2,0.0,0.0,0.0,0,,,556.5,610.05,616.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Mono.CD14,0.1345,Common,269,0.2938311688311688,0.6728624535315985,0.4090395480225988,1,0.2938311688311688,0.2938311688311688,109.0,580.3,616.0,0.0,0.6728624535315985,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Mono.CD16,0.004,Rare,8,0.0,0.0,0.0,0,,,497.0,604.1,616.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,NK,0.0525,Intermediate,105,0.625,0.1428571428571428,0.2325581395348837,3,0.6777777777777777,0.625,24.0,508.89999999999975,616.0,0.0,0.1428571428571428,3,0.1578947368421052,1,0.0526315789473684,revision_results/02_modality/smoke/D18/ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Platelets,0.002,Rare,4,0.0,0.0,0.0,0,,,82.0,539.9499999999998,616.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD4.Memory,0.2205,Common,441,0.4210526315789473,0.1451247165532879,0.2158516020236087,12,0.4407299741602067,0.4210526315789473,15.0,218.75,616.0,0.0,0.1451247165532879,2,0.0555555555555555,0,0.0,revision_results/02_modality/smoke/D18/ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD4.Naive,0.221,Common,442,0.4923857868020304,0.4389140271493212,0.4641148325358851,15,0.5504400537733871,0.4923857868020304,15.0,237.29999999999893,616.0,0.0,0.4389140271493212,8,0.2285714285714285,2,0.0571428571428571,revision_results/02_modality/smoke/D18/ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD8.Effector,0.12,Common,240,0.4290322580645161,0.5541666666666667,0.4836363636363636,6,0.4500831414588586,0.4290322580645161,22.5,367.14999999999947,616.0,0.0,0.5541666666666667,1,0.0357142857142857,0,0.0,revision_results/02_modality/smoke/D18/ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD8.Naive,0.0565,Intermediate,113,0.4285714285714285,0.0265486725663716,0.0499999999999999,1,0.4285714285714285,0.4285714285714285,21.0,422.7999999999989,616.0,0.0,0.0265486725663716,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.DoubleNegative,0.001,Rare,2,0.0,0.0,0.0,0,,,362.5,590.65,616.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,B.Activated,0.0325,Intermediate,65,0.9090909090909092,0.1538461538461538,0.2631578947368421,1,0.9090909090909092,0.9090909090909092,22.0,307.29999999999995,339.0,0.0,0.1538461538461538,1,0.3333333333333333,1,0.3333333333333333,revision_results/02_modality/smoke/D18/RNA_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,B.Naive,0.1545,Common,309,0.8465753424657534,1.0,0.9169139465875372,3,0.8200813444176277,0.8465753424657534,22.0,307.29999999999995,339.0,0.0,1.0,3,1.0,3,1.0,revision_results/02_modality/smoke/D18/RNA_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,DC.Myeloid,0.001,Rare,2,0.0,0.0,0.0,0,,,261.0,261.0,261.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Mono.CD14,0.1345,Common,269,0.9572953736654805,1.0,0.9781818181818182,3,0.930395913154534,0.9572953736654805,14.0,236.3,261.0,0.0520446096654275,1.0,3,1.0,3,1.0,revision_results/02_modality/smoke/D18/RNA_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Mono.CD16,0.004,Rare,8,0.0,0.0,0.0,0,,,261.0,261.0,261.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,NK,0.0525,Intermediate,105,0.9026548672566372,0.9714285714285714,0.9357798165137614,2,0.9044871794871796,0.9026548672566372,48.0,176.99999999999997,205.0,0.0,0.9714285714285714,2,0.4,2,0.4,revision_results/02_modality/smoke/D18/RNA_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Platelets,0.002,Rare,4,0.0,0.0,0.0,0,,,8.0,27.14999999999999,30.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD4.Memory,0.2205,Common,441,0.5132743362831859,0.5260770975056689,0.5195968645016797,14,0.6964173476370298,0.5132743362831859,17.5,208.3,261.0,0.0498866213151927,0.5260770975056689,8,0.2666666666666666,6,0.2,revision_results/02_modality/smoke/D18/RNA_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD4.Naive,0.221,Common,442,0.6008492569002123,0.6402714932126696,0.6199342825848849,9,0.6694238295997131,0.6008492569002123,23.5,145.45000000000005,211.0,0.004524886877828,0.6402714932126696,8,0.4,4,0.2,revision_results/02_modality/smoke/D18/RNA_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD8.Effector,0.12,Common,240,0.6583629893238434,0.7708333333333334,0.7101727447216891,6,0.7193895986578913,0.6583629893238434,30.0,205.6,211.0,0.0,0.7708333333333334,5,0.2631578947368421,4,0.2105263157894736,revision_results/02_modality/smoke/D18/RNA_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD8.Naive,0.0565,Intermediate,113,0.5,0.1150442477876106,0.1870503597122302,2,0.5119047619047619,0.5,40.0,166.14999999999998,211.0,0.0,0.1150442477876106,1,0.0714285714285714,0,0.0,revision_results/02_modality/smoke/D18/RNA_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.DoubleNegative,0.001,Rare,2,0.0,0.0,0.0,0,,,140.5,203.95,211.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,B.Activated,0.0325,Intermediate,65,0.0,0.0,0.0,0,,,32.0,199.2,229.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,B.Naive,0.1545,Common,309,0.8284182305630027,1.0,0.9061583577712612,5,0.8882623098930884,0.8284182305630027,32.0,199.2,229.0,0.0097087378640776,1.0,5,1.0,5,1.0,revision_results/02_modality/smoke/D18/RNA_ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,DC.Myeloid,0.001,Rare,2,0.0,0.0,0.0,0,,,127.0,136.9,138.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Mono.CD14,0.1345,Common,269,0.95985401459854,0.9776951672862454,0.9686924493554327,4,0.9058501052504052,0.95985401459854,67.5,252.75,291.0,0.0,0.9776951672862454,4,0.6666666666666666,4,0.6666666666666666,revision_results/02_modality/smoke/D18/RNA_ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Mono.CD16,0.004,Rare,8,0.0,0.0,0.0,0,,,67.5,134.7,138.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,NK,0.0525,Intermediate,105,0.8666666666666667,0.6190476190476191,0.7222222222222222,4,0.9038211788211788,0.8666666666666667,27.5,200.24999999999983,270.0,0.0476190476190476,0.6190476190476191,4,0.4,4,0.4,revision_results/02_modality/smoke/D18/RNA_ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Platelets,0.002,Rare,4,0.0,0.0,0.0,0,,,152.5,287.85,291.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD4.Memory,0.2205,Common,441,0.5333333333333333,0.54421768707483,0.5387205387205387,12,0.6076387516559442,0.5333333333333333,19.0,236.39999999999992,291.0,0.0,0.54421768707483,8,0.2962962962962963,3,0.1111111111111111,revision_results/02_modality/smoke/D18/RNA_ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD4.Naive,0.221,Common,442,0.5922038980509745,0.8936651583710408,0.7123534715960326,12,0.6498842386181659,0.5922038980509745,17.5,264.3999999999999,291.0,0.0113122171945701,0.8936651583710408,8,0.3636363636363636,3,0.1363636363636363,revision_results/02_modality/smoke/D18/RNA_ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD8.Effector,0.12,Common,240,0.5403726708074534,0.3625,0.4339152119700747,3,0.6691327995675822,0.5403726708074534,22.0,272.1,291.0,0.0,0.3625,2,0.1052631578947368,1,0.0526315789473684,revision_results/02_modality/smoke/D18/RNA_ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD8.Naive,0.0565,Intermediate,113,0.0,0.0,0.0,0,,,29.5,275.25,291.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.DoubleNegative,0.001,Rare,2,0.0,0.0,0.0,0,,,15.5,16.85,17.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_ATAC_ADT_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,B.Activated,0.0325,Intermediate,65,0.0,0.0,0.0,0,,,183.0,235.2,241.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,B.Naive,0.1545,Common,309,0.8262032085561497,1.0,0.904831625183016,3,0.8638893499308438,0.8262032085561497,125.0,229.4,241.0,0.0258899676375404,1.0,3,1.0,3,1.0,revision_results/02_modality/smoke/D18/RNA_ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,DC.Myeloid,0.001,Rare,2,0.0,0.0,0.0,0,,,134.5,196.15,203.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Mono.CD14,0.1345,Common,269,0.950354609929078,0.9962825278810408,0.972776769509982,3,0.9531522117729015,0.950354609929078,39.5,182.45,203.0,0.0483271375464684,0.9962825278810408,3,0.75,3,0.75,revision_results/02_modality/smoke/D18/RNA_ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Mono.CD16,0.004,Rare,8,0.0,0.0,0.0,0,,,134.5,196.15,203.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,NK,0.0525,Intermediate,105,0.7142857142857143,0.8571428571428571,0.7792207792207793,6,0.6119155022336484,0.7142857142857143,19.0,218.1999999999999,319.0,0.0,0.8571428571428571,4,0.4444444444444444,3,0.3333333333333333,revision_results/02_modality/smoke/D18/RNA_ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Platelets,0.002,Rare,4,0.0,0.0,0.0,0,,,66.0,293.7,319.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD4.Memory,0.2205,Common,441,0.5792682926829268,0.2154195011337868,0.3140495867768595,8,0.5740176830966305,0.5792682926829268,24.5,160.24999999999972,319.0,0.0,0.2154195011337868,5,0.1666666666666666,1,0.0333333333333333,revision_results/02_modality/smoke/D18/RNA_ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD4.Naive,0.221,Common,442,0.5593922651933702,0.916289592760181,0.6946826758147513,18,0.5886775649762597,0.5593922651933702,24.0,95.39999999999992,108.0,0.002262443438914,0.916289592760181,13,0.52,3,0.12,revision_results/02_modality/smoke/D18/RNA_ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD8.Effector,0.12,Common,240,0.5242424242424243,0.7208333333333333,0.6070175438596492,2,0.4905956112852664,0.5242424242424243,23.0,107.65,319.0,0.0,0.7208333333333333,1,0.0454545454545454,0,0.0,revision_results/02_modality/smoke/D18/RNA_ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD8.Naive,0.0565,Intermediate,113,0.0,0.0,0.0,0,,,29.0,101.7,108.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.DoubleNegative,0.001,Rare,2,0.0,0.0,0.0,0,,,43.5,67.35,70.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_ATAC_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,B.Activated,0.0325,Intermediate,65,0.5,0.0153846153846153,0.0298507462686567,1,0.5,0.5,187.5,354.45,373.0,0.0,0.0153846153846153,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,B.Naive,0.1545,Common,309,0.8284182305630027,1.0,0.9061583577712612,1,0.8284182305630027,0.8284182305630027,373.0,373.0,373.0,0.0,1.0,1,1.0,1,1.0,revision_results/02_modality/smoke/D18/RNA_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,DC.Myeloid,0.001,Rare,2,0.0,0.0,0.0,0,,,270.0,270.0,270.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Mono.CD14,0.1345,Common,269,0.9672727272727272,0.9888475836431226,0.9779411764705884,2,0.9833333333333334,0.9672727272727272,21.5,235.04999999999995,270.0,0.0185873605947955,0.9888475836431226,2,0.5,2,0.5,revision_results/02_modality/smoke/D18/RNA_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Mono.CD16,0.004,Rare,8,0.6666666666666666,0.5,0.5714285714285715,1,0.6666666666666666,0.6666666666666666,138.0,256.8,270.0,0.0,0.5,1,0.5,0,0.0,revision_results/02_modality/smoke/D18/RNA_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,NK,0.0525,Intermediate,105,0.6866666666666666,0.9809523809523808,0.8078431372549019,1,0.6866666666666666,0.6866666666666666,96.0,144.6,150.0,0.0,0.9809523809523808,1,0.3333333333333333,0,0.0,revision_results/02_modality/smoke/D18/RNA_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,Platelets,0.002,Rare,4,0.0,0.0,0.0,0,,,37.0,246.7,270.0,0.0,0.0,0,0.0,0,0.0,revision_results/02_modality/smoke/D18/RNA_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD4.Memory,0.2205,Common,441,0.7220708446866485,0.6009070294784581,0.655940594059406,12,0.6742831041087469,0.7220708446866485,20.5,185.45,270.0,0.0045351473922902,0.6009070294784581,10,0.3125,5,0.15625,revision_results/02_modality/smoke/D18/RNA_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD4.Naive,0.221,Common,442,0.6062767475035663,0.9615384615384616,0.7436570428696413,14,0.5673351935495522,0.6062767475035663,18.5,80.69999999999999,208.0,0.0,0.9615384615384616,11,0.5,2,0.0909090909090909,revision_results/02_modality/smoke/D18/RNA_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD8.Effector,0.12,Common,240,0.9051724137931034,0.4375,0.5898876404494382,3,0.8229166666666666,0.9051724137931034,34.5,152.54999999999998,167.0,0.0,0.4375,3,0.1666666666666666,2,0.1111111111111111,revision_results/02_modality/smoke/D18/RNA_seed0/per_type_metrics_long.csv
D18,GARQ,0,instrumented_legacy,0.02,T.CD8.Naive,0.0565,Intermediate,113,0.5,0.0442477876106194,0.0813008130081301,3,0.6428571428571429,0.5,24.5,162.69999999999993,208.0,0.0088495575221238,0.0442477876106194,1,0.0454545454545454,1,0.0454545454545454,revision_results/02_modality/smoke/D18/RNA_seed0/per_type_metrics_long.csv
