condition,weighted_modality,weight_lambda,dataset,method,seed,implementation_tag,resolution,cell_type,abundance,abundance_class,support,cell_precision,cell_recall,cell_f1,dominant_metacell_count,purity_unweighted,purity_weighted,involved_metacell_size_median,involved_metacell_size_p95,involved_metacell_size_max,strict_recovery,majority_recovery,majority_retention_metacell_count,majority_retention,high_purity_recovery_metacell_count,high_purity_recovery
RNA_lambda_0.5,RNA,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD16+ Mono,0.0105,Intermediate,21,0.0,0.0,0.0,0,,,95.5,176.04999999999998,185.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0.5,RNA,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD4+ T activated,0.076,Intermediate,152,0.0,0.0,0.0,0,,,23.0,112.0,455.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0.5,RNA,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD4+ T naive,0.03,Intermediate,60,0.0,0.0,0.0,0,,,53.0,265.9999999999997,455.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0.5,RNA,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD8+ T,0.4025,Common,805,0.7190909090909091,0.982608695652174,0.8304461942257219,22,0.6032282327683508,0.7190909090909091,18.0,170.99999999999991,455.0,0.0,0.982608695652174,17,0.5862068965517241,4,0.1379310344827586
RNA_lambda_0.5,RNA,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Erythroblast,0.0225,Intermediate,45,0.2083333333333333,0.1111111111111111,0.144927536231884,2,0.5869565217391304,0.2083333333333333,56.0,159.59999999999997,181.0,0.0222222222222222,0.1111111111111111,1,0.2,1,0.2
RNA_lambda_0.5,RNA,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,G/M prog,0.007,Rare,14,0.0,0.0,0.0,0,,,185.0,185.0,185.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0.5,RNA,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,HSC,0.0075,Rare,15,0.0,0.0,0.0,0,,,93.0,184.0,185.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0.5,RNA,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Lymph prog,0.034,Intermediate,68,0.3103448275862069,0.2647058823529412,0.2857142857142857,2,0.6428571428571428,0.3103448275862069,23.0,165.5,181.0,0.0294117647058823,0.2647058823529412,1,0.0909090909090909,1,0.0909090909090909
RNA_lambda_0.5,RNA,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,MK/E prog,0.0165,Intermediate,33,0.0,0.0,0.0,0,,,56.0,170.79999999999998,181.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0.5,RNA,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,NK,0.0445,Intermediate,89,0.0,0.0,0.0,0,,,23.0,180.49999999999932,455.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0.5,RNA,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Naive CD20+ B,0.0825,Intermediate,165,0.5605381165919282,0.7575757575757576,0.6443298969072165,5,0.5355151515151515,0.5605381165919282,23.0,135.99999999999997,150.0,0.006060606060606,0.7575757575757576,2,0.1333333333333333,1,0.0666666666666666
RNA_lambda_0.5,RNA,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Normoblast,0.0105,Intermediate,21,0.0,0.0,0.0,0,,,103.0,176.35,181.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0.5,RNA,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Plasma cell,0.004,Rare,8,0.0,0.0,0.0,0,,,121.0,176.25,185.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0.5,RNA,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Proerythroblast,0.0805,Intermediate,161,0.6455696202531646,0.9503105590062112,0.7688442211055276,2,0.6199684293606945,0.6455696202531646,39.5,170.14999999999998,181.0,0.0,0.9503105590062112,2,0.25,0,0.0
RNA_lambda_0.5,RNA,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Transitional B,0.0595,Intermediate,119,0.5503355704697986,0.6890756302521008,0.6119402985074626,2,0.5176113360323886,0.5503355704697986,33.0,182.6,185.0,0.0,0.6890756302521008,1,0.0769230769230769,0,0.0
RNA_lambda_0.5,RNA,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,cDC2,0.021,Intermediate,42,0.0,0.0,0.0,0,,,93.0,176.74999999999997,185.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0.5,RNA,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,pDC,0.0015,Rare,3,0.0,0.0,0.0,0,,,40.0,54.4,56.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,B1 B,0.0355,Intermediate,71,0.6363636363636364,0.1971830985915492,0.3010752688172043,3,0.8666666666666667,0.6363636363636364,20.0,261.0,291.0,0.028169014084507,0.1971830985915492,3,0.1428571428571428,2,0.0952380952380952
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD14+ Mono,0.054,Intermediate,108,0.6140350877192983,0.9722222222222222,0.7526881720430108,2,0.4290123456790123,0.6140350877192984,23.5,142.94999999999996,162.0,0.0,0.9722222222222222,1,0.25,0,0.0
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD16+ Mono,0.0105,Intermediate,21,0.0,0.0,0.0,0,,,12.0,136.59999999999997,162.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD4+ T activated,0.076,Intermediate,152,0.4,0.0131578947368421,0.0254777070063694,1,0.4,0.4,76.0,276.5,291.0,0.0,0.0131578947368421,0,0.0,0,0.0
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD4+ T naive,0.03,Intermediate,60,0.0,0.0,0.0,0,,,133.0,280.85,291.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD8+ T,0.4025,Common,805,0.7305224564619615,0.9900621118012424,0.8407172995780591,9,0.7507335450144933,0.7305224564619615,12.0,267.79999999999995,291.0,0.0149068322981366,0.9900621118012424,9,0.5294117647058824,6,0.3529411764705882
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Erythroblast,0.0225,Intermediate,45,0.0,0.0,0.0,0,,,115.5,129.45,131.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,G/M prog,0.007,Rare,14,0.0,0.0,0.0,0,,,14.0,147.2,162.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,HSC,0.0075,Rare,15,0.375,0.4,0.3870967741935484,2,0.4,0.375,9.5,145.2,162.0,0.0,0.4,0,0.0,0,0.0
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Lymph prog,0.034,Intermediate,68,0.0,0.0,0.0,0,,,69.0,201.59999999999985,261.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,MK/E prog,0.0165,Intermediate,33,0.5454545454545454,0.1818181818181818,0.2727272727272727,2,0.5357142857142857,0.5454545454545454,24.5,123.34999999999998,131.0,0.0,0.1818181818181818,1,0.1,0,0.0
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,NK,0.0445,Intermediate,89,0.8461538461538461,0.1235955056179775,0.2156862745098039,2,0.9166666666666669,0.8461538461538461,52.0,277.95,291.0,0.0112359550561797,0.1235955056179775,2,0.2,2,0.2
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Naive CD20+ B,0.0825,Intermediate,165,0.4531722054380664,0.9090909090909092,0.6048387096774193,11,0.5381974669576084,0.4531722054380664,20.5,153.5,162.0,0.0121212121212121,0.9090909090909092,6,0.3333333333333333,1,0.0555555555555555
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Normoblast,0.0105,Intermediate,21,0.0,0.0,0.0,0,,,52.0,95.2,100.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Plasma cell,0.004,Rare,8,0.0,0.0,0.0,0,,,69.0,228.99999999999991,262.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Proerythroblast,0.0805,Intermediate,161,0.6553191489361702,0.9565217391304348,0.7777777777777778,3,0.5834096692111959,0.6553191489361702,49.5,151.14999999999998,162.0,0.0,0.9565217391304348,1,0.125,1,0.125
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Transitional B,0.0595,Intermediate,119,0.5268817204301075,0.4117647058823529,0.4622641509433962,3,0.6392156862745098,0.5268817204301076,21.0,99.5,114.0,0.0252100840336134,0.4117647058823529,2,0.1818181818181818,1,0.0909090909090909
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,cDC2,0.021,Intermediate,42,0.5833333333333334,0.1666666666666666,0.2592592592592592,1,0.5833333333333334,0.5833333333333334,27.5,145.2,162.0,0.0,0.1666666666666666,1,0.125,0,0.0
RNA_lambda_2,RNA,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,pDC,0.0015,Rare,3,0.0,0.0,0.0,0,,,114.0,157.2,162.0,0.0,0.0,0,0.0,0,0.0
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,B1 B,0.0355,Intermediate,71,0.3181818181818182,0.1971830985915492,0.2434782608695652,5,0.3538461538461538,0.3181818181818182,22.0,235.5,243.0,0.0,0.1971830985915492,0,0.0,0,0.0
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD14+ Mono,0.054,Intermediate,108,0.4115384615384615,0.9907407407407408,0.5815217391304347,3,0.67193515704154,0.4115384615384615,38.0,170.29999999999995,188.0,0.0185185185185185,0.9907407407407408,2,0.5,2,0.5
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD16+ Mono,0.0105,Intermediate,21,0.0,0.0,0.0,0,,,75.0,176.7,188.0,0.0,0.0,0,0.0,0,0.0
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD4+ T activated,0.076,Intermediate,152,0.6666666666666666,0.0263157894736842,0.050632911392405,1,0.6666666666666666,0.6666666666666666,70.0,277.09999999999985,380.0,0.0,0.0263157894736842,1,0.0666666666666666,0,0.0
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD4+ T naive,0.03,Intermediate,60,0.0,0.0,0.0,0,,,80.5,313.84999999999985,380.0,0.0,0.0,0,0.0,0,0.0
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD8+ T,0.4025,Common,805,0.7224231464737794,0.9925465838509316,0.836211407639979,16,0.6861278290858897,0.7224231464737794,18.0,233.0,380.0,0.0074534161490683,0.9925465838509316,13,0.6190476190476191,7,0.3333333333333333
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Erythroblast,0.0225,Intermediate,45,0.3333333333333333,0.0444444444444444,0.0784313725490196,1,0.3333333333333333,0.3333333333333333,9.0,110.2,114.0,0.0,0.0444444444444444,0,0.0,0,0.0
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,G/M prog,0.007,Rare,14,0.0,0.0,0.0,0,,,70.0,176.2,188.0,0.0,0.0,0,0.0,0,0.0
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,HSC,0.0075,Rare,15,0.5,0.0666666666666666,0.1176470588235294,1,0.5,0.5,95.0,178.7,188.0,0.0,0.0666666666666666,0,0.0,0,0.0
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Lymph prog,0.034,Intermediate,68,0.4090909090909091,0.1323529411764706,0.1999999999999999,3,0.4746031746031746,0.4090909090909091,38.0,284.09999999999985,380.0,0.0,0.1323529411764706,1,0.0666666666666666,0,0.0
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,MK/E prog,0.0165,Intermediate,33,0.0,0.0,0.0,0,,,95.0,173.2,188.0,0.0,0.0,0,0.0,0,0.0
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,NK,0.0445,Intermediate,89,0.0,0.0,0.0,0,,,54.0,299.14999999999986,380.0,0.0,0.0,0,0.0,0,0.0
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Naive CD20+ B,0.0825,Intermediate,165,0.4201680672268907,0.9090909090909092,0.5747126436781609,2,0.3878059345895603,0.4201680672268907,18.0,238.0,243.0,0.0,0.9090909090909092,0,0.0,0,0.0
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Normoblast,0.0105,Intermediate,21,1.0,0.1904761904761904,0.32,2,1.0,1.0,7.5,109.25,114.0,0.1904761904761904,0.1904761904761904,2,0.3333333333333333,2,0.3333333333333333
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Plasma cell,0.004,Rare,8,0.0,0.0,0.0,0,,,48.0,210.75,243.0,0.0,0.0,0,0.0,0,0.0
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Proerythroblast,0.0805,Intermediate,161,0.5508021390374331,0.639751552795031,0.5919540229885057,5,0.5136662168241115,0.5508021390374331,26.0,154.69999999999993,188.0,0.0,0.639751552795031,2,0.2,0,0.0
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Transitional B,0.0595,Intermediate,119,0.0,0.0,0.0,0,,,32.0,237.5,243.0,0.0,0.0,0,0.0,0,0.0
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,cDC2,0.021,Intermediate,42,0.5,0.0714285714285714,0.125,1,0.5,0.5,48.0,229.25,243.0,0.0,0.0714285714285714,0,0.0,0,0.0
equal_weights,none,1.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,pDC,0.0015,Rare,3,0.0,0.0,0.0,0,,,101.0,179.29999999999998,188.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0,ATAC,0.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Endothelial Cells,0.002,Rare,4,0.0,0.0,0.0,0,,,48.0,195.39999999999995,217.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0,ATAC,0.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Injured PT-like,0.0175,Intermediate,35,1.0,0.0285714285714285,0.0555555555555555,1,1.0,1.0,73.0,203.3,206.0,0.0285714285714285,0.0285714285714285,1,0.0526315789473684,1,0.0526315789473684
ATAC_lambda_0,ATAC,0.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Low Quality / Dying,0.0355,Intermediate,71,0.0,0.0,0.0,0,,,63.0,204.4,217.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0,ATAC,0.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Mast Cells,0.004,Rare,8,0.0,0.0,0.0,0,,,22.5,79.89999999999999,89.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0,ATAC,0.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Myeloid Cells,0.0375,Intermediate,75,0.8441558441558441,0.8666666666666667,0.8552631578947368,3,0.8146888500781322,0.8441558441558441,26.0,159.39999999999995,217.0,0.0,0.8666666666666667,3,0.3333333333333333,2,0.2222222222222222
ATAC_lambda_0,ATAC,0.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Parietal Epithelial Cells,0.034,Intermediate,68,0.375,0.0441176470588235,0.0789473684210526,2,0.4166666666666666,0.375,62.0,207.1,217.0,0.0,0.0441176470588235,0,0.0,0,0.0
ATAC_lambda_0,ATAC,0.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Podocytes,0.083,Intermediate,166,0.3529411764705882,0.072289156626506,0.12,5,0.3712121212121212,0.3529411764705882,27.0,204.65,217.0,0.0,0.072289156626506,0,0.0,0,0.0
ATAC_lambda_0,ATAC,0.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Proximal Tubule,0.4285,Common,857,0.6881720430107527,0.970828471411902,0.8054211035818006,16,0.5936920919117665,0.6881720430107527,26.0,205.1,217.0,0.0,0.970828471411902,9,0.3333333333333333,7,0.2592592592592592
ATAC_lambda_0,ATAC,0.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Stressed Tumor (p53+),0.0635,Intermediate,127,0.6666666666666666,0.0157480314960629,0.0307692307692307,1,0.6666666666666666,0.6666666666666666,45.0,205.25,217.0,0.0,0.0157480314960629,1,0.0384615384615384,0,0.0
ATAC_lambda_0,ATAC,0.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,T Cells,0.007,Rare,14,0.0,0.0,0.0,0,,,23.0,178.99999999999997,203.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0,ATAC,0.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Tumor (Neuronal-like),0.0845,Intermediate,169,0.4887218045112781,0.3846153846153846,0.4304635761589404,5,0.420826214458753,0.4887218045112781,27.0,141.64999999999998,203.0,0.0,0.3846153846153846,1,0.0454545454545454,0,0.0
ATAC_lambda_0,ATAC,0.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Tumor Epithelial,0.203,Common,406,0.7420560747663552,0.9778325123152708,0.8437832093517534,7,0.6539877604015013,0.7420560747663552,19.5,169.99999999999994,203.0,0.0,0.9778325123152708,4,0.3333333333333333,4,0.3333333333333333
ATAC_lambda_0.25,ATAC,0.25,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Endothelial Cells,0.002,Rare,4,0.0,0.0,0.0,0,,,105.5,238.95,255.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Injured PT-like,0.0175,Intermediate,35,0.0,0.0,0.0,0,,,52.0,221.69999999999996,255.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Low Quality / Dying,0.0355,Intermediate,71,0.5,0.0140845070422535,0.0273972602739726,1,0.5,0.5,50.0,190.40000000000003,255.0,0.0,0.0140845070422535,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Mast Cells,0.004,Rare,8,0.0,0.0,0.0,0,,,78.0,135.75,148.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Myeloid Cells,0.0375,Intermediate,75,0.8028169014084507,0.76,0.7808219178082192,2,0.7409420289855072,0.8028169014084507,69.0,171.39999999999998,187.0,0.0,0.76,2,0.2222222222222222,1,0.1111111111111111
ATAC_lambda_0.25,ATAC,0.25,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Parietal Epithelial Cells,0.034,Intermediate,68,0.2857142857142857,0.0294117647058823,0.0533333333333333,1,0.2857142857142857,0.2857142857142857,47.5,219.85,255.0,0.0,0.0294117647058823,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Podocytes,0.083,Intermediate,166,0.3409090909090909,0.180722891566265,0.2362204724409448,6,0.4050925925925925,0.3409090909090909,42.0,202.5,255.0,0.0,0.180722891566265,1,0.032258064516129,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Proximal Tubule,0.4285,Common,857,0.752851711026616,0.9241540256709452,0.8297537977998953,18,0.6858953901669103,0.752851711026616,42.0,202.5,255.0,0.0,0.9241540256709452,14,0.4516129032258064,9,0.2903225806451613
ATAC_lambda_0.25,ATAC,0.25,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Stressed Tumor (p53+),0.0635,Intermediate,127,0.5666666666666667,0.1338582677165354,0.2165605095541401,3,0.5555555555555555,0.5666666666666667,39.0,204.0499999999999,255.0,0.0,0.1338582677165354,2,0.0666666666666666,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,T Cells,0.007,Rare,14,0.0,0.0,0.0,0,,,78.0,228.25,255.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Tumor (Neuronal-like),0.0845,Intermediate,169,0.4019607843137255,0.4852071005917159,0.4396782841823056,4,0.4407136524822695,0.4019607843137255,47.0,143.09999999999994,255.0,0.0,0.4852071005917159,1,0.0434782608695652,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Tumor Epithelial,0.203,Common,406,0.7252747252747253,0.9753694581280788,0.8319327731092437,5,0.7172537499135965,0.7252747252747253,55.5,217.54999999999995,255.0,0.0270935960591133,0.9753694581280788,4,0.5,3,0.375
ATAC_lambda_0.5,ATAC,0.5,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Endothelial Cells,0.002,Rare,4,0.0,0.0,0.0,0,,,80.0,225.8,242.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Injured PT-like,0.0175,Intermediate,35,0.0,0.0,0.0,0,,,42.0,191.7,224.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Low Quality / Dying,0.0355,Intermediate,71,0.0,0.0,0.0,0,,,40.0,167.0,242.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Mast Cells,0.004,Rare,8,0.0,0.0,0.0,0,,,51.0,204.2,242.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Myeloid Cells,0.0375,Intermediate,75,0.9056603773584906,0.64,0.7500000000000001,1,0.9056603773584906,0.9056603773584906,46.5,218.59999999999997,242.0,0.0,0.64,1,0.1,1,0.1
ATAC_lambda_0.5,ATAC,0.5,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Parietal Epithelial Cells,0.034,Intermediate,68,0.3157894736842105,0.088235294117647,0.1379310344827586,1,0.3157894736842105,0.3157894736842105,42.0,225.79999999999995,242.0,0.0,0.088235294117647,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Podocytes,0.083,Intermediate,166,0.3291139240506329,0.1566265060240964,0.2122448979591837,2,0.3354341736694678,0.3291139240506329,34.0,201.89999999999992,242.0,0.0,0.1566265060240964,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Proximal Tubule,0.4285,Common,857,0.7420526793823796,0.9533255542590432,0.8345250255362614,23,0.6521607980379238,0.7420526793823796,33.0,200.1999999999999,242.0,0.0035005834305717,0.9533255542590432,17,0.4857142857142857,9,0.2571428571428571
ATAC_lambda_0.5,ATAC,0.5,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Stressed Tumor (p53+),0.0635,Intermediate,127,0.3478260869565217,0.0629921259842519,0.1066666666666666,2,0.3423076923076923,0.3478260869565217,35.0,210.39999999999992,242.0,0.0,0.0629921259842519,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,T Cells,0.007,Rare,14,0.0,0.0,0.0,0,,,119.0,230.75,242.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Tumor (Neuronal-like),0.0845,Intermediate,169,0.4161490683229814,0.3964497041420118,0.406060606060606,6,0.5323049248939342,0.4161490683229814,34.0,160.1,242.0,0.0118343195266272,0.3964497041420118,2,0.074074074074074,1,0.037037037037037
ATAC_lambda_0.5,ATAC,0.5,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Tumor Epithelial,0.203,Common,406,0.6737588652482269,0.9359605911330048,0.7835051546391752,5,0.6689773699354538,0.6737588652482269,65.5,215.75,242.0,0.0,0.9359605911330048,4,0.5,2,0.25
ATAC_lambda_2,ATAC,2.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Endothelial Cells,0.002,Rare,4,0.0,0.0,0.0,0,,,135.0,146.7,148.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Injured PT-like,0.0175,Intermediate,35,0.2857142857142857,0.0571428571428571,0.0952380952380952,2,0.35,0.2857142857142857,52.0,367.0499999999999,551.0,0.0,0.0571428571428571,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Low Quality / Dying,0.0355,Intermediate,71,0.0,0.0,0.0,0,,,33.0,266.4,551.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Mast Cells,0.004,Rare,8,0.0,0.0,0.0,0,,,192.0,503.7499999999999,551.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Myeloid Cells,0.0375,Intermediate,75,0.0,0.0,0.0,0,,,34.5,314.75,551.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Parietal Epithelial Cells,0.034,Intermediate,68,0.2727272727272727,0.0441176470588235,0.0759493670886076,2,0.2678571428571428,0.2727272727272727,25.0,268.0,551.0,0.0,0.0441176470588235,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Podocytes,0.083,Intermediate,166,0.3333333333333333,0.0240963855421686,0.0449438202247191,2,0.3125,0.3333333333333333,17.5,253.5999999999999,551.0,0.0,0.0240963855421686,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Proximal Tubule,0.4285,Common,857,0.6226259289843105,0.8798133022170361,0.7292069632495164,14,0.5612058978067703,0.6226259289843105,14.0,247.19999999999996,551.0,0.0,0.8798133022170361,8,0.2352941176470588,2,0.0588235294117647
ATAC_lambda_2,ATAC,2.0,D17,GARQ,0,diagnostic_variant_modality_weight,0.02,Stressed Tumor (p53+),0.0635,Intermediate,127,0.0,0.0,0.0,0,,,25.0,261.5999999999999,551.0,0.0,0.0,0,0.0,0,0.0
